MSI_DO_YOU_AGREE,"同意しますか？"
MSI_ACHIEVEMENT_TAB_QUEST_GENERAL,"Basic"
MSI_ACHIEVEMENT_TAB_MEMORIAL,"メモリアル"
MSI_ACHIEVEMENT_TAB_MEMORIAL_MIDGARD,"イベント"
MSI_ACHIEVEMENT_TAB_MEMORIAL_ANOTHERWORLD,"New World "
MSI_ACHIEVEMENT_TAB_MEMORIAL_REST,"Other "
MSI_ACHIEVEMENT_TAB_ACHIEVEMENT,"偉業(準備中)"
MSI_ACHIEVEMENT_TAB_TOTAL,"達成した課題"
MSI_FAIL_ADD_ACHIEVEMENT_TRACING,"これ以上追加する事ができません。"
MSI_NOTICE_COMPLETE_ACHIEVEMENT,"< %s >を達成しました。"
MSI_OTPUSER_ONLY,"Only OTP users are allowed"
MSI_GET_ROULLETE_PRIZE,"If you press this button, you will get the prize and the roulette will be initialized."
MSI_NOTICE_NEXT_ROULLETE_STAGE,"If you press this button, the roulette will start from the line indicated by a blinking arrow."
MSI_TITLE_EQUIPMENT,"称号"
MSI_TAKEOFF_TITLE,"称号解除"
MSI_GUILD_MAKE_GUILD_NOT_PERMITTED_MAP,"ギルドを作成することができないマップです。"
MSI_GUILD_DISORGANIZE_GUILD_NOT_PERMITTED_MAP,"ギルドを解散することができないマップです。"
MSI_GUILD_JOIN_GUILD_NOT_PERMITTED_MAP,"ギルドを加入することができないマップです。"
MSI_GUILD_LEAVE_GUILD_NOT_PERMITTED_MAP,"ギルドを脱退することができないマップです。"
MSI_GUILD_EXPEL_GUILD_NOT_PERMITTED_MAP,"ギルドメンバーを追放することができないマップです。"
MSI_GUILD_POSITION_CHANGE_NOT_PERMITTED_MAP,"ギルドの職位を変更することができないマップです。"
MSI_NOT_ENOUGH_SPACE_IN_ITEM_BODY,"Please make more than 5 item slots in the inventory."
MSI_JPN_PERSONALINFO_EXPMSG,"獲得経験値　　　 : %.1f%% (基本 100.0%% 公認ネットカフェ %.1f%% + %sワールドボーナス %.1f%%)"
MSI_JPN_PERSONALINFO_DROPMSG,"アイテムドロップ : %.1f%% (基本 100.0%% 公認ネットカフェ %.1f%% + %sワールドボーナス %.1f%%)"
MSI_JPN_PERSONALINFO_DEATHMSG,"デスペナルティ　 : %.1f%% (基本 100.0%% 公認ネットカフェ %.1f%% + %sワールドボーナス %.1f%%)"
MSI_SET_ITEMS_TO_MAIL_OVERCOUNT,"添付する事の出来るアイテムの個数がオーバーしました。"
MSI_SOUNDEFFECT_ITEMBUYWND,"アイテム買取時に音を出す"
MSI_SET_UNMOVEABLE_ITEM,"添付する事の出来ないアイテムです。"
MSI_RESULT_ALREADY_LOSING_IDX,"Drawing the blank in the previous roulette, you cannot play the higher roulette."
MSI_RODEX_FOWARD,"返信"
MSI_RODEX_READ,"内容確認"
MSI_RODEX_DELETE,"メール削除"
MSI_TAIWAN_CASH_MSG_1,"Crackers  : %d"
MSI_TAIWAN_CASH_MSG_2,"%s %s crackers "
MSI_TAIWAN_CASH_MSG_3,"Crackers "
MSI_TAIWAN_CASH_MSG_4,"Total : %d Crackers "
MSI_TAIWAN_CASH_MSG_5,"%d -> %s Crackers "
MSI_TAIWAN_CASH_MSG_6,"%s Crackers "
MSI_TAIWAN_CASH_MSG_7,"Current Crackers : %s"
MSI_TAIWAN_CASH_MSG_8,"    %s  :  %s  Crackers"
MSI_TAIWAN_CASH_MSG_9,"%10s Crackers"
MSI_TAIWAN_CASH_MSG_10,"Total : %s Crackers"
MSI_TAIWAN_CASH_MSG_11,"『Charge 3% / Charging At least 1 Xianbei"
MSI_TAIWAN_CASH_ITEM_BAY_MAG2,"The Crackers."
MSI_TAIWAN_CASH_WARNING_PRICE6,"^0000ff more than crackers^000000Did you enter the correct amount?"
MSI_TAIWAN_CASH_WARNING_PRICE7,"Over than 10billions secure check"
MSI_TAIWAN_CASH_OVERPRICE_MAX,"If you fill over 1 billion, the price will be automatically set as 10 billion Crackers."
MSI_TAIWAN_CASH_OVERPRICE9999,"If you fill over 9,999 Crackers, the price will automatically set as 9,999 Crackers."
MSI_TAIWAN_CASH_YOU_HAVE_FREE_ITEM_ON_SHOP,"There are items priced 0 Crackers. You cannot open vending."
MSI_TAIWAN_CASH_MCSTORE_FAIL_SELLER_MONEY_GIVE,"The player have over the Crackers limit. Trade failed."
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_REINPUTPRICE,"Please fill out %s item price less than 1 billion Crackers."
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_ITEMLIST,"%s  :  %s  Crackers => %s ea."
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_LIMITZENY,"Limited price : %s Crackers"
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_ITEMINFO,"%s %s Crackers %d"
MSI_TAIWAN_CASH_BUYINGSTORE_TRADE_SELLCOMPLETE,"%s %d are sold. In total %d Crackers . 3%% charge will be imposed."
MSI_RODEX_WND,"RODEX"
MSI_RODEX_SEND_WND,"SEND"
MSI_RODEX_RECEIVE_WND,"RECEIVE"
MSI_RODEX_CHOOSEWND_FAILED,"メール作成ウィンドウを閉じて下さい。"
MSI_ACCESS_DENIED_BY_AUTHSERVER_CONNECTION,"Server access denied(A)"
MSI_ACCESS_DENIED_BY_BILLSERVER_CONNECTION,"Server access denied(B)"
MSI_UNEQUIP_ARROW2,"装着された矢、弾丸を解除する必要があります。"
MSI_FAILED_MAIL_CAUSE_TO_USE_ITEM,"インベントリのアイテムが消耗されてしまい、メール作成ウィンドウを閉じます。"
MSI_FAILIED_ONECLICK_ITEMIDENTIFY_NO_MAGNIFIER,"拡大鏡を所持していません。"
MSI_FAILED_UNLOCK_ITEM_DROP_IN_COMPOSE_WND,"アイテムを捨てるにはメール作成ウィンドウを閉じて下さい。"
MSI_FAILED_FRIEND_ADD__ALREADY_REQUEST,"相手が友達要請中です。"
MSI_UISCRIPT_ERROR_GUIDE,"SCRIPT ERROR AID"
MSI_UISCRIPT_ERROR_GUIDE_MSG,"\nErrorfile : %s\nErrorLine : %d 行 \nErrorContent: \n*前の行 : %s \n*Errorline : %s \n*次の行 : \n %s"
MSI_TAIWAN_CASH_BUY_RECONFIRM,"^ff0000Do you want to purchase the item? after confirmation will consume %d point and %d crackers."
MSI_MINIMAP_MSG_01,"閉じる"
MSI_MINIMAP_MSG_02,"クエスト案内"
MSI_MINIMAP_MSG_03,"クエスト案内アイコンの表示"
MSI_MINIMAP_MSG_04,"各種案内"
MSI_MINIMAP_MSG_05,"各種案内アイコンの表示"
MSI_MINIMAP_MSG_06,"ギルド・パーティーメンバー"
MSI_MINIMAP_MSG_07,"ギルド・パーティーメンバーの表示"
MSI_MINIMAP_MSG_08,"ミニマップ上にメモを記録する"
MSI_MINIMAP_MSG_09,"Boss Monster"
MSI_MINIMAP_MSG_10,"自分"
MSI_MINIMAP_MSG_11,"記録したメモを削除しますか？"
MSI_MINIMAP_MSG_12,"クエストNPC"
MSI_MINIMAP_MSG_13,"この内容をメモとして記録します"
MSI_MINIMAP_MSG_14,"保存する"
MSI_MINIMAP_MSG_15,"メモする"
MSI_EA7,"%s [%dオプション] %d 個"
MSI_EA8,"%s [%dオプション] %s Zeny"
MSI_EA9,"%s [%dオプション] %d %s %d -> %s %s"
MSI_EA10,"%s [%dオプション] %d %s %s %s"
MSI_EA11,"%s [%dオプション] %d -> %s %s"
MSI_EA12,"%s [%dオプション] %s %s"
MSI_TAIWAN_CASH_LEMITEMIN,"You should set more than the minimum trade unit: 100 Xianbei."
MSI_DRESSROOM_HEARCOLOR,"髪色"
MSI_DRESSROOM_HEARSTYLE,"髪型"
MSI_DRESSROOM_BODYCOLOR,"エクストラカラー"
MSI_DRESSROOM_BODYSTYLE,"セカンドコスチューム"
MSI_MINIMAP_MSG_16,"このマップでは、ミニマップの拡大表示とメモができません。"
MSI_BANK_MAX_MONEY,"Fill less than 2,147,483,647 Zeny."
MSI_BANK_MIN_MONEY,"Fill more than 1 Zeny."
MSI_BANK_0_MONEY,"You do not have Zeny."
MSI_BANK_1,"Zeny stash"
MSI_BANK_2,"Deposit"
MSI_BANK_3,"Zeny in hand"
MSI_BANK_4,"Deposit"
MSI_BANK_5,"Withdraw"
MSI_BANK_6,"1 z UP"
MSI_BANK_7,"1 z Down"
MSI_BANK_MAX,"Max"
MSI_BANK_NOMSG,"No input"
MSI_BANK_0_MINI,"Short of Zeny"
MSI_BANK_1_MINI,"Needs input"
MSI_BANK_2_MINI,"Cannot input characters"
MSI_BANK_3_MINI,"Over maximum input"
MSI_BANK_4_MINI,"Below minimum input"
MSI_BANK_5_MINI,"Short of Zeny in hand"
MSI_BANK_6_MINI,"Short of Zeny in stash"
MSI_BANK_7_MINI,"Exceeded maximum Zeny in hand"
MSI_ITEMMOVEINFO_DROP,"ドロップ ×"
MSI_ITEMMOVEINFO_STORE,"倉庫 ×"
MSI_ITEMMOVEINFO_CART,"カート ×"
MSI_ITEMMOVEINFO_MAIL,"Mail X"
MSI_ITEMMOVEINFO_EXCHANGEWND,"トレード ×"
MSI_ITEMMOVEINFO_AUCTION,"Auction X"
MSI_ITEMMOVEINFO_STOREOFGUILD,"Guild storage X"
MSI_ITEMMOVEINFO_TONPC,"NPC売却 ×"
MSI_ITEMMOVEINFO_BTN,"移動制限があるアイテムです。"
MSI_CREATE_CHARACTER,"キャラクターを作成してください。"
MSI_UNEQUIP_ARROW3,"You need to disarm the equipped projectiles."
MSI_REFUSE_MDENGEON_IS_FULL,"You cannot enter the memorial dungeon due to excessive number of people."
MSI_ERROR_MDENGEON_IS_FULL,"Memorial dungeon enterance failed due to excessive number of people."
MSI_INFORMATION_USA,"%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )"
MSI_INFORMATION_USA_DEATH,"%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )"
MSI_PERVENT_DUPLICATEUSE_ITEM,"重複するアイテムを所持している為、使用できません。"
MSI_PERVENT_DUPLICATEUSE_EFSTITEM,"Unable to use because there is similiar effect exist."
MSI_QUAKE_EFFECT_ON,"画面が揺れるエフェクト On"
MSI_QUAKE_EFFECT_OFF,"画面が揺れるエフェクト Off"
MSI_GAMEHACK_DETECT2,"Illegal program detected."
MSI_SEND_RODEX,"メール送信"
MSI_USA_PERSONALINFO_EXP,"E X P : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_USA_PERSONALINFO_DROP,"DROP  : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_USA_PERSONALINFO_DEATH,"DEATH : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)"
MSI_NOT_USING_TAG_TO_NAME,"入力された内容に使用できない文字が含まれています。"
MSI_STYLING_SHOP,"スタイリングショップ"
MSI_STYLING_SHOP_NEED_COUPON,"スペシャルアイテム販売からアイテムをご購入ください。"
MSI_STYLING_SHOP_OPEN_COUPON,"インベントリから箱を開けてください。"
MSI_STYLING_SHOP_DELETE_CHAR,"スタイル情報を削除しますか？"
MSI_STYLING_SHOP_FAIL_TO_ADD_CHAR_TO_LIKE,"スロットがいっぱいです。お気に入りのスタイルを削除してください。"
MSI_STYLING_SHOP_ADJUST_NEW_CHAR_STYLE,"現在のスタイルを適用しますか？\n（※費用は返されません。）"
MSI_STYLING_SHOP_REGISTER_BOOKMARK,"現在のスタイルをお気に入りに保存しました。"
MSI_STYLING_SHOP_SUGGEST_TO_GO_TO_BANK,"Not enough Zeny in hand. There are enough Zeny in Zeny stash."
MSI_ASK_MOVE_BY_PRIVATE_AIRPLANE,"moving..."
MSI_PRIVATE_AIRPLANE_FAIL_LOCALIZING,"You are not allowed to fly over the sovereign airspace of the country."
MSI_PRIVATE_AIRPLANE_FAIL_OTHERWORLD,"Airship flight is temporarily unavailable due to atmospheric instability caused by magic."
MSI_PRIVATE_AIRPLANE,"Private airship"
MSI_PRIVATE_AIRPLANE_FAIL_UNKNOWN,"少し時間を置いてから再度お試しください。"
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ZENY,"Not enough Zeny to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ITEM,"Not enough item to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_LEVEL,"You don't meet the level to use the private airship."
MSI_PRIVATE_AIRPLANE_FAIL_MAP,"You cannot move to the selected point by the private airship."
MSI_RESULT_FAIL_USING_MAP,"You cannot use the private airship from your current location."
MSI_STYLING_SHOP_ACCESSORYWND,"衣装"
MSI_STYLING_SHOP_2NDCOSTUMEWND,"セカンドコスチューム"
MSI_STYLING_SHOP_LIKELISTWND,"お気に入りのスタイル"
MSI_STYLING_SHOP_IS_NOT_COLORING_HEAD,"染色することができないヘアスタイルです。"
MSI_STYLING_SHOP_OPENING_COMMENT,"矢印やカラーパレットをクリックして好みのスタイルを選択してください"
MSI_STYLING_SHOP_SUCCESS,"新しいスタイルを確認してください。\n（※衣装の購入時にはRODEXに発送されます。）"
MSI_STYLING_SHOP_BASICSTYLE,"基本的なスタイル"
MSI_UPGRADESKILLERROR_MORE_BASE_LEVEL,"You can level up the skill from the base Lv. %d."
MSI_NOT_USING_SPECIALLETTERS_ON_PARTYNAME,"Special symbol can't be used in name"
MSI_SKILL_FAIL_MHP_TOO_FEW,"MaxHP is too low to use this skill"
MSI_SKILL_FAIL_MSP_TOO_FEW,"MaxSP is too low to use this skill"
MSI_INVENTORY_ITEM_COMPARE,"アイテムを比較する"
MSI_INVENTORY_ITEM_DROP_LOCK,"ドロップロック"
MSI_NOT_ADDING_SCREENSHOT,"Screenshot is not attached"
MSI_CONNECT_SNS_WND,"TWITTER"
MSI_RODEX_GENERAL,"General"
MSI_RODEX_NOTICE,"Notice"
MSI_RODEX_RETURN,"Return"
MSI_RODEX_REFRESH,"最新情報に更新"
MSI_RODEX_DELETE_TIME_MINUTE,"%d分"
MSI_RODEX_DELETE_TIME_HOUR,"%d時間"
MSI_RODEX_DELETE_TIME_DAY,"%d日"
MSI_RODEX_RETURNED,"保存期間"
MSI_RODEX_DELETE_SELECT_MAIL,"選択したメールを削除しますか？"
MSI_MINIMAP_TIP_POS_ON,"情報表示"
MSI_MINIMAP_TIP_ZOOM_IN,"拡大"
MSI_MINIMAP_TIP_ZOOM_OUT,"縮小"
MSI_MINIMAP_TIP_MAP_VIEW,"拡大表示"
MSI_MINIMAP_TIP_WORLD_VIEW,"ワールドマップ表示"
MSI_INVENTORY_NUMBER_OF_ITEM,"アイテム所持種類数"
MSI_MINIMAP_BUTTON_ONOFF,"/minimap"
MSI_MINIMAP_BUTTON_ON,"ミニマップ操作ボタンを表示します"
MSI_MINIMAP_BUTTON_OFF,"ミニマップ操作ボタンを表示しません"
MSI_GUILD_MEMBERLIST_SORT,"ログイン状態のギルドメンバーを優先表示する"
MSI_WRITE_PET_RELATION_SHIP,"^0000CCIntimacy:^000000 %s"
MSI_PET_RELATION_SHIP_UNKNOWN,"Unrecognized"
MSI_PARTYNAME,"Team name"
MSI_PARTYMASTER,"Leader"
MSI_MACRO_DETECTOR_TIME_OVER,"Time limit exceeded. Closing the client"
MSI_MACRO_DETECTOR_WRONG_ANSWER,"Input error. Closing the client"
MSI_MACRO_DETECTOR_CORRECT_ANSWER,"Incorrect input. A small buff has given to you"
MSI_MACRO_INPUT_ANSWER,"Enter 4 english words and 2 chinese words"
MSI_MACRO_CHECK_ANSWER,"Your entered answer is [%s]. Is it right?"
MSI_MACRO_SELECT_CAPTCHA,"Icon is unchecked"
MSI_MACRO_DETECTOR_WRONG_ANSWER_REMAIN_CNT,"Incorrect input (Remaining chance: %d)"
MSI_MACRO_REPORTER,"Do you want to announce %d to player?"
MSI_MACRO_SEND_MACRO,"Message has been sent to player"
MSI_MACRO_REGISTER_DATA,"Needed Data for Query illegal software are not signed."
MSI_MACRO_ALREADY_DETECTING,"The player is being monitored."
MSI_MACRO_COMPLETE_REGISTER_CAPTCHA,"Already signed in investigation system."
MSI_MACRO_FAILED_REGISTER_CAPTCHA,"Failed to store icon."
MSI_MACRO_FAILED_REGISTER_ANSWER,"Failed to store replied answer."
MSI_MACRO_DETECTOR_NOTICE1,"Hello, illegal software is being monitored."
MSI_MACRO_DETECTOR_NOTICE2,"Please enter the text below within the specified time."
MSI_MACRO_DETECTOR_NOTICE3,"According to game regulation, when you enter the wrong text three times, you will get banned."
MSI_MACRO_DETECTOR_REMAIN_COUNT,"Remaining chance : %d"
MSI_MACRO_REPORTER_SELECT_MODE_CHAR,"Role"
MSI_MACRO_REPORTER_SELECT_MODE_CELL,"Range"
MSI_MACRO_REPORTER_TOOLTIP_CHAR,"You use the left mouse button to specify the role"
MSI_MACRO_REPORTER_TOOLTIP_CELL,"You use the left mouse button to specify the range"
MSI_MACRO_REPORTER_TOOLTIP_RANGE,"Not a valid range, please press Enter"
MSI_TAIWANSS_PERSONALINFO_EXPMSG,"E X P : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_TAIWANSS_PERSONALINFO_DROPMSG,"DROP  : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_TAIWANSS_PERSONALINFO_DEATHMSG,"DEATH : %.1f%% ( basic %.1f%% %s %.1f%%)"
MSI_WRITE_RODEX_DIFFERENT_RECEIVER_NAME,"The role name will be sent: %s "
MSI_LAPINE_INGREDIENT_TO_COMBINE,"合成に必要な材料"
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM,"Insufficient synthesis materials"
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM_COUNT,"Required material %d ea."
MSI_LAPINE_FAIL_NOT_ENOUGH_REFINING_LEVEL,"Refine value is to low for synthesis"
MSI_REGISTER_PARTY_TO_BOOKINGSYSTEM,"Do you want to sign in to the adventurers?"
MSI_INPUT_FREE_MESSAGE,"Please leave a message"
MSI_CAPTCHA_INPUT_ANSWER,"Please enter the text on the graph"
MSI_CAPTCHA_REMAIN_TIME,"%d second left"
MSI_GOOGLE_OTP_INPUT_CODE,"Please enter your 6 identification number."
MSI_GOOGLE_OTP_AUTH_CODE,"Identification number."
MSI_GOOGLE_OTP_MSG,"It's not a 6 identification number. Please try again"
MSI_RODEX_DELETED_MAIL,"削除済みのメールです。"
MSI_SELECT_AREA_BY_PRIVATE_AIRPLANE,"Please select the area where the private airship will move"
MSI_THAI_PERSONALINFO_EXP,"E X P : %d%% ( basic 100.0%% %s %d%%)"
MSI_THAI_PERSONALINFO_DROP,"DROP  : %d%% ( basic 100.0%% %s %d%%)"
MSI_THAI_PERSONALINFO_DEATH,"DEATH : %d%% ( basic 100.0%% %s %d%%)"
MSI_FLOATING_PRIVATE_AIRPLANE,"Move to the destination"
MSI_NOT_FOUND_USER_AI,"The [%s] is not present, the default AI will be used instead."
MSI_BASIC_EXP_MSG_BRZ2,"%.1f%% ( Basic 100.0%% + Premium %.1f%% + %s %.1f%%)"
MSI_ASSISTANT_VENDING_POS,"この場所に露店を立てますか？"
MSI_DORAM_CANT_EQUIT_THIS,"ドラムは、この服装を着ることができません。"
MSI_SEND_PURCHASES_BY_RODEX,"露店で購入したアイテムをメールに発送しました。"
MSI_BUTTON_PAY_BY_ZENY,"30,000 z"
MSI_BUTTON_PAY_BY_CAN,"Malangdo Special Can 100 pc"
MSI_CANNOT_ACCESS_BY_WEIGHTOVER_80,"アイテムの所持重量が80%以上のため、アップグレードができません。"
MSI_SEND_REST_ITEMS_BY_RODEX,"露店のアイテムがメールに発送されました。"
MSI_BUTTON_EQUIP_PREVIEW,"試着"
MSI_CHANGE_GUILD_MASTER,"ギルドマスター委任"
MSI_CONFIRM_CHANGING_GUILD_MASTER,"本当に[%s]様にギルドマスターを委任しますか？ギルドマスター委任後は、1日が経過しないと再度委任はできません。"
MSI_WITHDRAWAL,"撤退"
MSI_SHOP_WITHDRAWAL,"露店を撤退しますか？"
MSI_REMAIN_TIME,"%02d日%02d時間%02d分%02d秒"
MSI_LIMIT_USER,"Unable to sign in"
MSI_LIMIT_USER_MSG,"Unable to sign in because the maximum number of sign-in is exceeded"
MSI_SELECT_SHOP_POSITION,"露店を設置する場所を選択してください。"
MSI_CHANGE_PETNAME,"キャラクターを削除するには、露店を撤退する必要があります。"
MSI_STORE_ASSISTANT_TRADE_DATE,"取引日時 : "
MSI_STORE_ASSISTANT_TRADE_ITEM,"取引アイテム : "
MSI_STORE_ASSISTANT_TRADE_CNT,"取引数量 : "
MSI_STORE_ASSISTANT_TRADE_PRICE,"取引単価 : "
MSI_STORE_ASSISTANT_TRADE_PAYMENT,"取引金額 : "
MSI_STORE_ASSISTANT_TRADE_TITLE1,"販売アイテム"
MSI_STORE_ASSISTANT_TRADE_TITLE2,"購入アイテム"
MSI_STORE_ASSISTANT_TRADE_TITLE3,"露店終了"
MSI_STORE_ASSISTANT_TRADE_TITLE4,"買取露店終了"
MSI_STORE_ASSISTANT_TRADE_REST_ZENY,"残りの金額 : "
MSI_STORE_ASSISTANT_TRADE_REST_ITEM,"アイテムリスト : "
MSI_STORE_ASSISTANT_EMPLOYMENT,"露店代行サービス"
MSI_STORE_ASSISTANT_RETURN_ITEM,"戻りアイテム : "
MSI_STORE_ASSISTANT_RETURN_CNT,"戻り数量 : "
MSI_STORE_ASSISTANT_REUTRN_DATE,"戻り日時 : "
MSI_STORE_ASSISTANT_SEND_SELLS_BY_RODEX,"買取露店で取引された金額がメールに発送されました。"
MSI_CANNOT_USE_NAME,"Name isn't available"
MSI_STYLING_SHOP_ARRIVE_GOODS,"商品が到着しました。"
MSI_STYLING_SHOP_THANK_YOU,"購入いただきありがとうございます。"
MSI_CANNOT_SELL_IN_PRIVATE_TAB,"NPC売却ロック適用"
MSI_LOCK_SELL_IN_PRIVATE_TAB,"NPC売却ロック"
MSI_NOTFOUND_CALLPOSITION,"呼び出し可能な位置がありません。"
MSI_CONNECT_SNS_WHOLE_SCREEN_SHOT,"Capture full screens"
MSI_CONNECT_SNS_PART_SCREEN_SHOT,"Capture part of screen"
MSI_CONNECT_SNS_SEND,"Send"
MSI_BABY_INDEPENDENCE_RODEX_SENDER,"家族構成に関する通知"
MSI_BABY_INDEPENDENCE_RODEX_TITLE,"家族構成変更のお知らせ"
MSI_BABY_INDEPENDENCE_RODEX_CONTENTS,"本日、\r\n「%s」様と\r\n「%s」様の\r\n子供「%s」様が\r\n独立しました。\r\n\r\n家族構成をご確認されたい方は、\r\nプロンテラ(座標:84,89)の室内にいる\r\n家族関係案内の職員にお問い合わせください。\r\n\r\n以上、よろしくお願いします。"
MSI_EQUIPMENT,"試着"
MSI_CONNECT_SNS_DO_NOT_EXIST_IMAGE,"No image"
MSI_BLOCK_CALL,"[%s]さんは現在呼び出しを遮断しております。"
MSI_IMPOSSIBLE_CHANGE_GUILD_MASTER_IN_SIEGE_TIME,"You cannnot entrust GuildMaster due to WoE. Please try again later."
MSI_IMPOSSIBLE_CHANGE_GUILD_MASTER_NOT_TIME,"前回のギルドマスター委任から1日が経過していないと、ギルドマスターの委任はできません"
MSI_SUGGEST_BABY3,"養子は転生ができず、上昇可能な純粋なステータスの上限値が下がるなどの制約が発生します。詳細は公式サイトをご覧ください。養子にしてもよろしいですか？"
MSI_REFINING,"精錬"
MSI_USING_BLACKSMITH_BLESSING,"Using Blacksmith Blessing."
MSI_NOTENOUGH_ZENY,"Zenyが不足しています"
MSI_NOTENOUGH_BLACKSMITH_BLESSING,"Not enought Blacksmith Blessing."
MSI_CANNOT_REFINE_ITEM,"この装備品は精錬ができません"
MSI_REFINING_SUCCESS,"精錬成功"
MSI_REFINING_FAIL,"精錬失敗"
MSI_RETURN,"戻る"
MSI_SUCCESS,"成功率"
MSI_RESET,"元の姿"
MSI_MANUFACTURED_MARRIAGERING_ITEM,"さんとの"
MSI_CHANGE_HOMUN_NAME,"名前は一度だけ変更することができます。ホムンクルスの名前を^0000ff^0000ff %s^000000^000000に変更します。よろしいですか？2978"
MSI_BLOCK_CALL_PERMIT,"呼び出しが許可された状態です。(呼び出し機能ON)"
MSI_BLOCK_CALL_REJECT,"呼び出しが禁止された状態です。(呼び出し機能OFF)"
MSI_BLOCK_CALL_NOTIFY,"呼び出しメッセージ"
MSI_RESULT_FAIL_ASSISTANT,"キャラクターを削除するには、露店を撤退する必要があります。"
MSI_USESKILL_FAIL_EXIST_STORE_ASSISTANT,"既に露店を設置中です。"
MSI_RESULT_FAILED_ASSISTANT_POS,"露店を設置できない位置です。"
MSI_RESULT_FAILED_ASSISTANT_POS_CHARACTER,"You cannot vend a shop on the other character."
MSI_FAILED_PET_AUTO_FEEDING_CLOSE_RODEX,"ペットの給餌に失敗しました。メール作成ウィンドウを閉じてください。"
